trigram,frekuensi
"('httpswwwnngroupcomarticlesten', 'usabilityheuristics', 'diakses')",1
"('usabilityheuristics', 'diakses', '23')",1
"('diakses', '23', 'july')",1
"('23', 'july', '2023')",1
"('july', '2023', 'pangestu')",1
"('2023', 'pangestu', 'd')",1
"('pangestu', 'd', 'j')",1
"('d', 'j', 'kodar')",1
"('j', 'kodar', 'a')",1
"('kodar', 'a', '2022')",1
"('a', '2022', 'implementasi')",1
"('2022', 'implementasi', 'multinomial')",1
"('implementasi', 'multinomial', 'nave')",1
"('pelayanan', 'perusahaan', 'otobus')",1
"('data', 'facebook', 'studi')",1
"('grup', 'facebook', 'murni')",1
"('facebook', 'murni', 'jaya')",1
"('murni', 'jaya', 'lovers')",1
"('jaya', 'lovers', 'jurnal')",1
"('lovers', 'jurnal', 'pengembangan')",1
"('jurnal', 'pengembangan', 'it')",1
"('pengembangan', 'it', 'jpit')",1
"('it', 'jpit', '73')",1
"('jpit', '73', 'pp')",1
"('73', 'pp', '156160')",1
"('pp', '156160', 'park')",1
"('156160', 'park', 's')",1
"('park', 's', 'm')",1
"('s', 'm', 'kim')",1
"('m', 'kim', 'y')",1
"('kim', 'y', 'g')",1
"('y', 'g', '2021')",1
"('g', '2021', 'root')",1
"('2021', 'root', 'cause')",1
"('cause', 'analysis', 'based')",1
"('analysis', 'based', 'on')",1
"('based', 'on', 'relations')",1
"('on', 'relations', 'among')",1
"('relations', 'among', 'sentiment')",1
"('among', 'sentiment', 'words')",1
"('sentiment', 'words', 'cognitive')",1
"('words', 'cognitive', 'computation')",1
"('cognitive', 'computation', '134')",1
"('computation', '134', 'pp')",1
"('134', 'pp', '903918')",1
"('pp', '903918', 'rahmawati')",1
"('903918', 'rahmawati', 'd')",1
"('rahmawati', 'd', 'et')",1
"('d', 'et', 'al')",1
"('al', '2016', 'penerapan')",1
"('penerapan', 'metode', 'rootcause')",1
"('metode', 'rootcause', 'analysis')",1
"('rootcause', 'analysis', 'rca')",1
"('pengembangan', 'kawasan', 'wisata')",1
"('kawasan', 'wisata', 'cagar')",1
"('wisata', 'cagar', 'budaya')",1
"('cagar', 'budaya', 'kampung')",1
"('budaya', 'kampung', 'kemasan')",1
"('kampung', 'kemasan', 'gresik')",1
"('kemasan', 'gresik', 'jurnal')",1
"('gresik', 'jurnal', 'penataan')",1
"('jurnal', 'penataan', 'ruang')",1
"('penataan', 'ruang', '111')",1
"('ruang', '111', 'pp')",1
"('111', 'pp', '19')",1
"('pp', '19', 'ratnawati')",1
"('19', 'ratnawati', 'f')",1
"('ratnawati', 'f', '2018')",1
"('f', '2018', 'implementasi')",1
"('2018', 'implementasi', 'algoritma')",1
"('implementasi', 'algoritma', 'naive')",1
"('analisis', 'sentimen', 'opini')",1
"('sentimen', 'opini', 'film')",1
"('twitter', 'jurnal', 'inovtek')",1
"('jurnal', 'inovtek', 'polbeng')",1
"('inovtek', 'polbeng', '31')",1
"('polbeng', '31', 'pp')",1
"('31', 'pp', '5059')",1
"('pp', '5059', 'rooney')",1
"('5059', 'rooney', 'j')",1
"('rooney', 'j', 'j')",1
"('j', 'j', 'vanden')",1
"('j', 'vanden', 'hauvel')",1
"('vanden', 'hauvel', 'l')",1
"('hauvel', 'l', 'n')",1
"('l', 'n', '2004')",1
"('n', '2004', 'root')",1
"('2004', 'root', 'cause')",1
"('cause', 'analysis', 'for')",1
"('analysis', 'for', 'beginners')",1
"('for', 'beginners', 'quality')",1
"('beginners', 'quality', 'progress')",1
"('quality', 'progress', '377')",1
"('progress', '377', 'pp')",1
"('377', 'pp', '4553')",1
"('pp', '4553', 'sun')",1
"('4553', 'sun', 'y')",1
"('a', 'k', 'kamel')",1
"('k', 'kamel', 'm')",1
"('kamel', 'm', 's')",1
"('m', 's', '2009')",1
"('s', '2009', 'classification')",1
"('2009', 'classification', 'of')",1
"('classification', 'of', 'imbalanced')",1
"('of', 'imbalanced', 'data')",1
"('imbalanced', 'data', 'a')",1
"('data', 'a', 'review')",1
"('a', 'review', 'international')",1
"('journal', 'of', 'pattern')",1
"('of', 'pattern', 'recognition')",1
"('pattern', 'recognition', 'and')",1
"('recognition', 'and', 'artificial')",1
"('and', 'artificial', 'intelligence')",1
"('artificial', 'intelligence', '234')",1
"('intelligence', '234', 'pp')",1
"('234', 'pp', '687719')",1
"('pp', '687719', 'wati')",1
"('687719', 'wati', 'r')",1
"('wati', 'r', 'ernawati')",1
"('r', 'ernawati', 's')",1
"('ernawati', 's', 'rachmi')",1
"('s', 'rachmi', 'h')",1
"('rachmi', 'h', '2023')",1
"('h', '2023', 'pembobotan')",1
"('2023', 'pembobotan', 'tfidf')",1
"('isu', 'kenaikan', 'bipih')",1
"('kenaikan', 'bipih', 'jurnal')",1
"('bipih', 'jurnal', 'manajemen')",1
"('jurnal', 'manajemen', 'informatika')",1
"('manajemen', 'informatika', 'jamika')",1
"('informatika', 'jamika', '131')",1
"('jamika', '131', 'pp')",1
"('131', 'pp', '8493')",1
"('pp', '8493', 'yutika')",1
"('8493', 'yutika', 'c')",1
"('yutika', 'c', 'h')",1
"('c', 'h', 'adiwijaya')",1
"('h', 'adiwijaya', 'faraby')",1
"('adiwijaya', 'faraby', 's')",1
"('faraby', 's', 'a')",1
"('s', 'a', '2021')",1
"('a', '2021', 'analisis')",1
"('review', 'female', 'daily')",1
"('nave', 'bayes', 'jurnal')",1
"('bayes', 'jurnal', 'media')",1
"('jurnal', 'media', 'informatika')",1
"('media', 'informatika', 'budidarma')",1
"('informatika', 'budidarma', '52')",1
"('budidarma', '52', 'pp')",1
"('52', 'pp', '422430')",1
"('pp', '422430', 'zhafira')",1
"('422430', 'zhafira', 'd')",1
"('zhafira', 'd', 'f')",1
"('d', 'f', 'rahayudi')",1
"('f', 'rahayudi', 'b')",1
"('rahayudi', 'b', 'indriati')",1
"('b', 'indriati', '2021')",1
"('indriati', '2021', 'analisis')",1
"('analisis', 'sentimen', 'kebijakan')",1
"('sentimen', 'kebijakan', 'kampus')",1
"('kebijakan', 'kampus', 'merdeka')",1
"('pembobotan', 'tfidf', 'berdasarkan')",1
"('tfidf', 'berdasarkan', 'komentar')",1
"('youtube', 'jurnal', 'sistem')",1
"('jurnal', 'sistem', 'informasi')",1
"('sistem', 'informasi', 'teknologi')",1
"('edukasi', 'sistem', 'informasi')",1
"('sistem', 'informasi', 'justsi')",1
"('informasi', 'justsi', '21')",1
"('justsi', '21', 'pp')",1
"('21', 'pp', '5563')",1
"('pp', '5563', 'halaman')",1
"('jtiik', 'doi', '1025126jtiik2025128733')",1
"('doi', '1025126jtiik2025128733', 'vol')",1
"('1025126jtiik2025128733', 'vol', '12')",1
"('hlm', '481490', 'pissn')",1
"('481490', 'pissn', '23557699')",1
"('eissn', '25286579', '481')",1
"('25286579', '481', 'aplikasi')",1
"('481', 'aplikasi', 'berbasis')",1
"('web', 'app', 'mentoree')",1
"('universitas', 'brawijaya', 'muhamad')",1
"('brawijaya', 'muhamad', 'fauzan')",1
"('muhamad', 'fauzan', 'wahyudi1')",1
"('fauzan', 'wahyudi1', 'lutfi')",1
"('wahyudi1', 'lutfi', 'fanani')",1
"('lutfi', 'fanani', '2')",1
"('fanani', '2', 'adam')",1
"('2', 'adam', 'hendra')",1
"('adam', 'hendra', 'brata')",1
"('hendra', 'brata', '3')",1
"('brata', '3', '1')",1
"('3', '1', '2')",1
"('1', '2', '3universitas')",1
"('2', '3universitas', 'brawijaya')",1
"('3universitas', 'brawijaya', 'malang')",1
"('malang', 'email', '1muhamadfauzanstudentubacid')",1
"('email', '1muhamadfauzanstudentubacid', '2lutfifananiubacid')",1
"('1muhamadfauzanstudentubacid', '2lutfifananiubacid', '3adamubacid')",1
"('masuk', '13', 'februari')",1
"('13', 'februari', '2024')",1
"('februari', '2024', 'diterima')",1
"('diterbitkan', '15', 'april')",1
"('15', 'april', '2025')",1
"('2025', 'abstrak', 'seiring')",1
"('dipelajari', 'nadiem', 'makarim')",1
"('indonesia', 'contohnya', 'universitas')",1
"('contohnya', 'universitas', 'brawijaya')",1
"('menerapkan', 'materi', 'pemrograman')",1
"('penguasaan', 'mata', 'kuliah')",1
"('program', 'studi', 'berbeda')",1
"('studi', 'berbeda', 'didapatkan')",1
"('berbeda', 'didapatkan', 'data')",1
"('mengikuti', 'mata', 'kuliah')",1
"('bahasa', 'pemrograman', 'berdasarkan')",1
"('pemrograman', 'berdasarkan', 'permasalahan')",1
"('efisien', 'implementasi', 'teknologi')",1
"('implementasi', 'teknologi', 'progressive')",1
"('web', 'app', 'dinilai')",1
"('unit', 'pengujian', 'validasi')",1
"('pengujian', 'validasi', 'pengujian')",1
"('validasi', 'pengujian', 'kompatibilitas')",1
"('pengujian', 'non', 'fungsional')",1
"('kunci', 'mendikbud', 'ristek')",1
"('mendikbud', 'ristek', 'teknologi')",1
"('ristek', 'teknologi', 'informasi')",1
"('teknologi', 'informasi', 'pemrograman')",1
"('informasi', 'pemrograman', 'universitas')",1
"('pemrograman', 'universitas', 'brawijaya')",1
"('brawijaya', 'progressive', 'web')",1
"('web', 'app', 'progressive')",1
"('app', 'progressive', 'web')",1
"('progressive', 'web', 'appbased')",1
"('web', 'appbased', 'application')",1
"('appbased', 'application', 'mentoree')",1
"('application', 'mentoree', 'as')",1
"('mentoree', 'as', 'programming')",1
"('as', 'programming', 'learning')",1
"('programming', 'learning', 'mentoring')",1
"('learning', 'mentoring', 'service')",1
"('mentoring', 'service', 'at')",1
"('service', 'at', 'brawijaya')",1
"('at', 'brawijaya', 'university')",1
"('brawijaya', 'university', 'abstract')",1
"('university', 'abstract', 'along')",1
"('abstract', 'along', 'with')",1
"('along', 'with', 'modernization')",1
"('with', 'modernization', 'technology')",1
"('modernization', 'technology', 'has')",1
"('technology', 'has', 'become')",1
"('has', 'become', 'a')",1
"('become', 'a', 'crucial')",1
"('a', 'crucial', 'field')",1
"('crucial', 'field', 'of')",1
"('field', 'of', 'study')",1
"('of', 'study', 'nadiem')",1
"('study', 'nadiem', 'makarim')",1
"('nadiem', 'makarim', 'the')",1
"('makarim', 'the', 'minister')",1
"('minister', 'of', 'education')",1
"('of', 'education', 'culture')",1
"('education', 'culture', 'research')",1
"('culture', 'research', 'and')",1
"('and', 'technology', 'responded')",1
"('technology', 'responded', 'by')",1
"('responded', 'by', 'integrating')",1
"('by', 'integrating', 'technology')",1
"('integrating', 'technology', 'into')",1
"('technology', 'into', 'the')",1
"('into', 'the', 'national')",1
"('the', 'national', 'education')",1
"('national', 'education', 'curriculum')",1
"('education', 'curriculum', 'most')",1
"('curriculum', 'most', 'university')",1
"('most', 'university', 'departments')",1
"('university', 'departments', 'in')",1
"('departments', 'in', 'indonesia')",1
"('in', 'indonesia', 'now')",1
"('indonesia', 'now', 'offer')",1
"('now', 'offer', 'courses')",1
"('offer', 'courses', 'that')",1
"('courses', 'that', 'incorporate')",1
"('that', 'incorporate', 'information')",1
"('incorporate', 'information', 'technology')",1
"('information', 'technology', 'for')",1
"('technology', 'for', 'instance')",1
"('for', 'instance', 'brawijaya')",1
"('instance', 'brawijaya', 'university')",1
"('brawijaya', 'university', 'includes')",1
"('university', 'includes', 'programming')",1
"('includes', 'programming', 'in')",1
"('programming', 'in', 'its')",1
"('in', 'its', 'curriculum')",1
"('its', 'curriculum', 'however')",1
"('curriculum', 'however', 'this')",1
"('however', 'this', 'poses')",1
"('this', 'poses', 'challenges')",1
"('poses', 'challenges', 'for')",1
"('challenges', 'for', 'students')",1
"('students', 'who', 'struggle')",1
"('who', 'struggle', 'with')",1
"('struggle', 'with', 'programmingrelated')",1
"('with', 'programmingrelated', 'subjects')",1
"('programmingrelated', 'subjects', 'interviews')",1
"('subjects', 'interviews', 'with')",1
"('interviews', 'with', '10')",1
"('with', '10', 'students')",1
"('10', 'students', 'from')",1
"('students', 'from', '5')",1
"('from', '5', 'different')",1
"('5', 'different', 'study')",1
"('different', 'study', 'programs')",1
"('study', 'programs', 'revealed')",1
"('programs', 'revealed', 'that')",1
"('revealed', 'that', 'many')",1
"('that', 'many', 'need')",1
"('many', 'need', 'tutors')",1
"('need', 'tutors', 'to')",1
"('tutors', 'to', 'help')",1
"('to', 'help', 'them')",1
"('help', 'them', 'succeed')",1
"('them', 'succeed', 'in')",1
"('succeed', 'in', 'these')",1
"('in', 'these', 'courses')",1
"('these', 'courses', 'to')",1
"('courses', 'to', 'address')",1
"('to', 'address', 'this')",1
"('address', 'this', 'issue')",1
"('this', 'issue', 'researchers')",1
"('issue', 'researchers', 'proposed')",1
"('researchers', 'proposed', 'a')",1
"('proposed', 'a', 'progressive')",1
"('a', 'progressive', 'web')",1
"('web', 'app', 'pwa')",1
"('app', 'pwa', 'system')",1
"('pwa', 'system', 'that')",1
"('system', 'that', 'helps')",1
"('that', 'helps', 'students')",1
"('helps', 'students', 'find')",1
"('students', 'find', 'online')",1
"('find', 'online', 'mentors')",1
"('online', 'mentors', 'emphasizing')",1
"('mentors', 'emphasizing', 'its')",1
"('emphasizing', 'its', 'technical')",1
"('its', 'technical', 'feasibility')",1
"('technical', 'feasibility', 'for')",1
"('feasibility', 'for', 'effective')",1
"('for', 'effective', 'and')",1
"('effective', 'and', 'efficient')",1
"('and', 'efficient', 'implementation')",1
"('efficient', 'implementation', 'pwa')",1
"('implementation', 'pwa', 'technology')",1
"('pwa', 'technology', 'offers')",1
"('technology', 'offers', 'flexibility')",1
"('offers', 'flexibility', 'allowing')",1
"('flexibility', 'allowing', 'users')",1
"('allowing', 'users', 'to')",1
"('users', 'to', 'access')",1
"('to', 'access', 'the')",1
"('access', 'the', 'system')",1
"('the', 'system', 'through')",1
"('system', 'through', 'both')",1
"('through', 'both', 'websites')",1
"('both', 'websites', 'and')",1
"('websites', 'and', 'mobile')",1
"('and', 'mobile', 'devices')",1
"('mobile', 'devices', 'to')",1
"('devices', 'to', 'ensure')",1
"('to', 'ensure', 'the')",1
"('ensure', 'the', 'application')",1
"('the', 'application', 'meets')",1
"('application', 'meets', 'user')",1
"('meets', 'user', 'needs')",1
"('user', 'needs', 'as')",1
"('needs', 'as', 'identified')",1
"('as', 'identified', 'in')",1
"('identified', 'in', 'the')",1
"('in', 'the', 'needs')",1
"('needs', 'analysis', 'four')",1
"('analysis', 'four', 'types')",1
"('four', 'types', 'of')",1
"('types', 'of', 'testing')",1
"('of', 'testing', 'were')",1
"('testing', 'were', 'conducted')",1
"('were', 'conducted', 'unit')",1
"('conducted', 'unit', 'testing')",1
"('unit', 'testing', 'validation')",1
"('testing', 'validation', 'testing')",1
"('validation', 'testing', 'compatibility')",1
"('testing', 'compatibility', 'testing')",1
"('compatibility', 'testing', 'and')",1
"('testing', 'and', 'performance')",1
"('performance', 'testing', 'these')",1
"('testing', 'these', 'tests')",1
"('these', 'tests', 'showed')",1
"('tests', 'showed', 'that')",1
"('that', 'the', 'application')",1
"('the', 'application', 'is')",1
"('application', 'is', 'ready')",1
"('is', 'ready', 'for')",1
"('ready', 'for', 'use')",1
"('for', 'use', 'with')",1
"('use', 'with', 'valid')",1
"('with', 'valid', 'results')",1
"('valid', 'results', 'in')",1
"('results', 'in', 'functional')",1
"('in', 'functional', 'testing')",1
"('functional', 'testing', 'and')",1
"('testing', 'and', 'positive')",1
"('and', 'positive', 'outcomes')",1
"('positive', 'outcomes', 'in')",1
"('outcomes', 'in', 'nonfunctional')",1
"('in', 'nonfunctional', 'testing')",1
"('nonfunctional', 'testing', 'the')",1
"('testing', 'the', 'system')",1
"('the', 'system', 'is')",1
"('system', 'is', 'expected')",1
"('to', 'be', 'further')",1
"('be', 'further', 'developed')",1
"('further', 'developed', 'in')",1
"('developed', 'in', 'the')",1
"('the', 'future', 'for')",1
"('future', 'for', 'even')",1
"('for', 'even', 'better')",1
"('even', 'better', 'performance')",1
"('better', 'performance', 'keywords')",1
"('performance', 'keywords', 'mendikbud')",1
"('keywords', 'mendikbud', 'ristek')",1
"('mendikbud', 'ristek', 'information')",1
"('ristek', 'information', 'technology')",1
"('information', 'technology', 'programming')",1
"('technology', 'programming', 'universitas')",1
"('programming', 'universitas', 'brawijaya')",1
"('brawijaya', 'progressive', 'webapp')",1
"('progressive', 'webapp', '482')",1
"('webapp', '482', 'jurnal')",1
"('482', 'jurnal', 'teknologi')",1
"('hlm', '481490', '1')",1
"('481490', '1', 'pendahuluan')",1
"('landasan', 'peradaban', 'manusia')",1
"('bidang', 'kesehatan', 'pangan')",1
"('kesehatan', 'pangan', 'otomotif')",1
"('pangan', 'otomotif', 'pemerintahan')",1
"('bidang', 'pendidikan', 'nadiem')",1
"('pendidikan', 'nadiem', 'makarim')",1
"('terintegrasi', 'teknologi', 'kemendikbudristek')",1
"('teknologi', 'kemendikbudristek', '2023')",1
"('kemendikbudristek', '2023', 'kurikulum')",1
"('2023', 'kurikulum', 'berbasis')",1
"('kurikulum', 'berbasis', 'teknologi')",1
"('bebentuk', 'fitur', 'perangkat')",1
"('fitur', 'perangkat', 'keras')",1
"('efektif', 'nurariyani', 'et')",1
"('nurariyani', 'et', 'al')",1
"('memasukkan', 'materi', 'teknologi')",1
"('materi', 'teknologi', 'informasi')",1
"('memiliki', 'keterbatasan', 'pengetahuan')",1
"('universitas', 'brawijaya', 'permasalahan')",1
"('memahami', 'mata', 'kuliah')",1
"('penguasaan', 'teknologi', 'informasi')",1
"('program', 'studi', 'pilihan')",1
"('fakultas', 'teknik', 'program')",1
"('teknik', 'program', 'studi')",1
"('kelas', 'mata', 'kuliah')",1
"('pemrograman', 'hasil', 'wawancara')",1
"('memahami', 'matakuliah', 'pemrograman')",1
"('sistem', 'pemesanan', 'layanan')",1
"('pemesanan', 'layanan', 'bimbingan')",1
"('layanan', 'bimbingan', 'belajar')",1
"('menyelesaikan', 'permasalahan', 'mahasiswa')",1
"('mencari', 'pendampingan', 'pembelajaran')",1
"('sistem', 'pemesanan', 'mentor')",1
"('pemesanan', 'mentor', 'aplikasi')",1
"('penyaringan', 'mentor', 'sesuai')",1
"('kebutuhan', 'mahasiswa', 'berdasarkan')",1
"('mahasiswa', 'berdasarkan', 'hasil')",1
"('10', 'mahasiswa', 'didapatkan')",1
"('30', 'sisanya', 'memilih')",1
"('bentuk', 'aplikasi', 'mobile')",1
"('gusti', 'yarmi', 'menunjukan')",1
"('3', 'jam', '10')",1
"('jam', '10', 'menit')",1
"('10', 'menit', 'penelitian')",1
"('menit', 'penelitian', 'membuktikan')",1
"('dibandingkan', 'perangkat', 'jenis')",1
"('mengimplementasikan', 'teknologi', 'progressive')",1
"('aplikasi', 'mobile', 'progressive')",1
"('mobile', 'progressive', 'web')",1
"('teknologi', 'pengembangan', 'perangkat')",1
"('pengembangan', 'perangkat', 'lunak')",1
"('pengguna', 'merasakan', 'pengalaman')",1
"('browser', 'prayitno', 'a')",1
"('a', '2023', 'progressive')",1
"('2023', 'progressive', 'web')",1
"('smartphone', 'olowoniyi', 'f')",1
"('f', '2023', 'berdasarkan')",1
"('2023', 'berdasarkan', 'permasalahan')",1
"('efisien', '2', 'metode')",1
"('pendekatan', 'pengembangan', 'pengembangan')",1
"('pengembangan', 'pengembangan', 'aplikasi')",1
"('software', 'development', 'lifecycle')",1
"('development', 'lifecycle', 'sdlc')",1
"('lifecycle', 'sdlc', 'waterfall')",1
"('sdlc', 'waterfall', 'metode')",1
"('gambar', '1', 'model')",1
"('1', 'model', 'waterfall')",1
"('pendekatan', 'sistematis', 'dna')",1
"('sistematis', 'dna', 'berurutan')",1
"('tahap', 'pengelolaan', 'maintenance')",1
"('bertahap', 'wahid', 'a')",1
"('wahid', 'a', '2020')",1
"('a', '2020', 'tahapan')",1
"('peneliti', 'memahami', 'inti')",1
"('memahami', 'inti', 'permasalahan')",1
"('acuan', 'pembuatan', 'solusi')",1
"('diambil', 'referensi', 'penelitian')",1
"('berbasis', 'progressive', '483')",1
"('internet', 'gambar', '1')",1
"('perancangan', 'sistem', 'tahapannya')",1
"('target', 'pengguna', 'aplikasi')",1
"('proses', 'wawancara', 'dimana')",1
"('wawancara', 'dimana', 'wawancara')",1
"('fakultas', 'vokasi', 'program')",1
"('vokasi', 'program', 'studi')",1
"('proses', 'studi', 'bisnis')",1
"('mempelajari', 'proses', 'bisnis')",1
"('sistem', 'layanan', 'pendampingan')",1
"('pembuatan', 'dokumen', 'perancangan')",1
"('perancangan', 'sistem', 'tahapan')",1
"('sistem', 'tahapan', 'perancangan')",1
"('menghasilkan', 'rekayasa', 'kebutuhan')",1
"('landasan', 'implementasi', 'sistem')",1
"('diimplementasikan', 'class', 'diagram')",1
"('low', 'fidelity', 'design')",1
"('dijadikan', 'panduan', 'dasar')",1
"('aktifitas', 'rekayasa', 'perangkat')",1
"('implementasi', 'pengujian', 'unit')",1
"('pengujian', 'validasi', 'dokumen')",1
"('validasi', 'dokumen', 'perancangan')",1
"('hasilnya', 'dijadikan', 'landasan')",1
"('tahapan', 'implementasi', 'tahapan')",1
"('mentransformasikan', 'solusi', 'perancangan')",1
"('pengguna', 'sistem', 'diimplementasikan')",1
"('bentuk', 'progressive', 'web')",1
"('arsitektur', 'monolith', 'dimana')",1
"('monolith', 'dimana', 'implementasi')",1
"('dimana', 'implementasi', 'antarmuka')",1
"('bahasa', 'pemrograman', 'typescript')",1
"('database', 'mysql', 'typescript')",1
"('aplikasi', 'berjalan', 'sesuai')",1
"('didefinisikan', 'implementasi', 'antarmuka')",1
"('implementasi', 'antarmuka', 'aplikasi')",1
"('dijalankan', 'pengujian', 'validasi')",1
"('mempengaruhi', 'kenyamanan', 'penggunaan')",1
"('kenyamanan', 'penggunaan', 'aplikasi')",1
"('pengambilan', 'kesimpulan', 'berdasarkan')",1
"('kesimpulan', 'berdasarkan', 'hasil')",1
"('hasil', 'pengujian', 'perangkat')",1
"('perangkat', 'lunak', 'kesimpulan')",1
"('pembahasan', '31', 'gambaran')",1
"('aplikasi', 'pencari', 'mentee')",1
"('mentor', 'pembelajaran', 'bahasa')",1
"('pembelajaran', 'bahasa', 'pemrograman')",1
"('platform', 'website', 'aplikasi')",1
"('pencarian', 'mentor', 'mahasiswa')",1
"('mentor', 'mahasiswa', 'universitas')",1
"('mahasiswa', 'universitas', 'brawijaya')",1
