bigram,frekuensi
"('pendidikan', 'kebudayaan')",3
"('kebudayaan', 'riset')",3
"('kurikulum', 'pendidikan')",3
"('the', 'board')",3
"('class', 'ix3')",3
"('2', 'gambar')",3
"('tampilan', 'gambar')",3
"('fitur', 'aplikasi')",3
"('al', '2009')",3
"('1', 'total')",3
"('pengujian', 'model')",3
"('perbandingan', 'metode')",3
"('system', 'that')",3
"('memiliki', 'tingkat')",3
"('61', 'kali')",3
"('putus', 'episode')",3
"('dominan', 'indikator')",3
"('indikator', 'bermesraan')",3
"('skor', 'kuis')",3
"('kuis', 'terkini')",3
"('daya', 'pangan')",3
"('media', 'in')",3
"('a', 'guide')",3
"('guide', 'to')",3
"('education', 'journal')",3
"('kapasitas', 'silinder')",3
"('menghasilkan', 'tenaga')",3
"('nilai', 'puncak')",3
"('adegan', 'bermesraan')",3
"('s', 'a')",3
"('j', 'j')",3
"('bentuk', 'pembelajaran')",3
"('bahan', 'pelajaran')",3
"('perubahan', 'konseptual')",3
"('tinjauan', 'pustaka')",3
"('pengembangan', 'karakter')",3
"('pgsd', 'students')",3
"('hasil', 'pelabelan')",3
"('persamaan', '2')",3
"('kategori', 'c')",3
"('gula', 'darah')",3
"('kantong', 'empedu')",3
"('6', 'tabel')",3
"('needs', 'of')",3
"('kooperatif', 'tingkat')",3
"('of', 'infidelity')",3
"('nilai', 'horsepower')",3
"('8', '7')",3
"('menanam', 'tanaman')",3
"('6', 'siswa')",3
"('i', 'dilaksanakan')",3
"('be', 'more')",3
"('keberhasilan', 'ketahanan')",3
"('alaihi', 'wasallam')",3
"('4', 'komentar')",3
"('penyampaian', 'pesan')",3
"('scenes', 'with')",3
"('making', 'out')",3
"('content', 'analysis')",3
"('in', 'episode')",3
"('dominant', 'indicator')",3
"('4', 'total')",3
"('realitas', 'kehidupan')",3
"('perubahan', 'perilaku')",3
"('hidrokarbon', 'hc')",3
"('monoksida', 'co')",3
"('sistem', 'penggerak')",3
"('abu', 'awnah')",3
"('shallallahu', 'alaihi')",3
"('m', 'presentase')",3
"('didalam', 'silinder')",3
"('pembangunan', 'daerah')",3
"('meningkatkan', 'performa')",3
"('2020', 'penelitian')",3
"('3', 'metode')",3
"('availability', 'of')",3
"('penghapusan', 'kelaparan')",3
"('binatang', 'ternak')",3
"('memiliki', 'standar')",3
"('penelitian', 'ilmiah')",3
"('mengusung', 'beban')",3
"('6', '4')",3
"('1', 'episode')",3
"('presentase', 'adegan')",3
"('kali', 'kemunculan')",3
"('aspek', 'terkait')",3
"('kemudahan', 'penggunaan')",3
"('fitur', 'fitur')",3
"('data', 'validasi')",3
"('pengertian', 'fungsi')",3
"('mempelajari', 'materi')",3
"('hasil', 'kerja')",3
"('menabur', 'benih')",3
"('tes', 'siklus')",3
"('peran', 'desa')",3
"('landasan', 'kepustakaan')",3
"('case', 'folding')",3
"('proses', 'klasifikasi')",3
"('ratnawati', 'analisis')",3
"('putra', 'ratnawati')",3
"('1', 'metode')",3
"('variabel', 'penelitian')",3
"('5', '0')",3
"('n', '2021')",3
"('rasulullah', 'saw')",3
"('wisata', 'berbasis')",3
"('pertemuan', 'ke1')",3
"('dilaksanakan', 'tanggal')",3
"('1', 'siswa')",3
"('momen', 'putar')",3
"('mesin', 'rpm')",3
"('putaran', 'rpm')",3
"('teaching', 'staff')",3
"('saran', '51')",3
"('51', 'kesimpulan')",3
"('52', 'saran')",3
"('skema', 'sistem')",3
"('analisis', '41')",3
"('pembukaan', 'lahan')",3
"('soemarwoto', 'opcit')",3
"('kesejahteraan', 'manusia')",3
"('penelitian', '31')",3
"('doctoral', 'dissertation')",3
"('data', 'sekunder')",3
"('web', 'series')",3
"('kelaparan', 'zero')",3
"('5', 'kesimpulan')",3
"('pendidikan', 'bahasa')",3
"('ketersediaan', 'pasokan')",3
"('pencapaian', 'tujuan')",3
"('24', '25')",3
"('skala', 'rumah')",3
"('diperoleh', 'siswa')",3
"('classification', 'and')",3
"('lapangan', 'kerja')",3
"('undang', 'no')",3
"('sikap', 'siswa')",3
"('pandangan', 'siswa')",3
"('hukum', 'nasional')",3
"('padjadjaran', 'bandung')",3
"('k', '2018')",3
"('learning', 'process')",3
"('didik', 'tingkat')",3
"('accordance', 'with')",3
"('nasional', 'republik')",3
"('keterbatasan', 'fasilitas')",3
"('vol5', 'no1')",3
"('narasumber', 'kkl')",3
"('m', 'k')",3
"('find', 'out')",3
"('of', '931')",3
"('data', 'collection')",3
"('anbal', 'al')",3
"('al', 'syaibn')",3
"('syaibn', 'musnad')",3
"('penelitian', '61')",3
"('the', 'sekolah')",3
"('ketua', 'kelompok')",3
"('pencemaran', 'danatau')",3
"('danatau', 'kerusakan')",3
"('be', 'improved')",3
"('application', 'based')",3
"('improve', 'the')",3
"('that', 'have')",3
"('to', 'find')",3
"('2020', 'concerning')",3
"('concerning', 'job')",3
"('of', 'language')",3
"('language', 'and')",3
"('b', 'lingkungan')",3
"('frequency', 'tfidf')",3
"('a', 'm')",3
"('m', 'i')",3
"('and', 'activities')",3
"('gajah', 'mada')",3
"('gaya', 'belajar')",3
"('proses', 'kegiatan')",3
"('kebakaran', 'hutan')",3
"('management', 'of')",3
"('11', 'of')",3
"('of', '2020')",3
"('buang', 'konsumsi')",3
"('sistem', 'bahan')",3
"('v', 'kesimpulan')",3
"('kkl', 'internasional')",3
"('peningkatan', 'kompetensi')",3
"('has', 'been')",3
"('class', 'levels')",3
"('and', 'students')",3
"('bayes', 'algorithm')",3
"('way', 'to')",3
"('to', 'analyze')",3
"('and', 'performance')",3
"('application', 'in')",3
"('data', 'pengujian')",3
"('al', 'daak')",3
"('daak', 'alsalm')",3
"('13', 'gambar')",3
"('peran', 'guru')",3
"('penggabungan', 'sekolah')",3
"('mistar', 'sorong')",3
"('grafik', 'torsi')",3
"('grafik', 'daya')",3
"('materi', 'suhu')",3
"('lembaga', 'pendidikan')",3
"('hidup', 'indonesia')",3
"('structure', 'of')",3
"('algorithm', 'and')",3
"('a', 'lingkungan')",3
"('pembagian', 'lingkungan')",3
"('pengertian', 'lingkungan')",3
"('terkait', 'isu')",3
"('dampak', 'lingkungan')",3
"('bahan', 'evaluasi')",3
"('2021', 'pengembangan')",3
"('undangundang', 'dasar')",3
"('bencana', 'alam')",3
"('932', 'recall')",3
"('931', 'hasil')",3
"('lingkungan', 'internasional')",3
"('hukum', 'administrasi')",3
"('izin', 'lingkungan')",3
"('persetujuan', 'lingkungan')",3
"('bagir', 'manan')",3
"('pembinaan', 'hukum')",3
"('of', 'social')",3
"('c', 'hukum')",3
"('permasalahan', 'utama')",3
"('hasil', 'pengamatan')",3
"('2020', 'penerapan')",3
"('institut', 'teknologi')",3
"('poros', 'mesin')",3
"('25', 'orang')",3
"('performa', 'motor')",3
"('bin', 'alallj')",3
"('agama', 'kristen')",3
"('memahami', 'kitab')",3
"('ismal', 'bin')",3
"('bin', 'almugrah')",3
"('almugrah', 'bin')",3
"('benda', 'berputar')",3
"('torsi', 'nm')",3
"('telaah', 'kritis')",3
"('sd', 'jikap')",3
"('2', 'sarana')",3
"('2019', 'metode')",3
"('pola', 'hidup')",3
"('jurnal', 'kajian')",3
"('ilmiah', 'pendidikan')",3
"('pembelajaran', 'fisika')",3
"('alusayn', 'muslim')",3
"('abdillah', 'muammad')",3
"('bin', 'ismal')",3
"('setara', 'press')",3
"('fakultas', 'ekonomi')",3
"('pengelolalaan', 'lingkungan')",3
"('r', 'm')",3
"('12universitas', 'brawijaya')",3
"('s', '2012')",3
"('berdasarkan', 'pembahasan')",3
"('berinteraksi', 'langsung')",3
"('2020', 'pembelajaran')",3
"('memanfaatkan', 'fasilitas')",3
"('maha', 'esa')",3
"('15', 'juni')",3
"('sektor', 'pendidikan')",3
"('regarding', 'the')",3
"('of', 'life')",3
"('the', 'importance')",3
"('revelation', 'is')",3
"('set', 'alat')",3
"('alat', 'kunci')",3
"('nilai', 'indikator')",3
"('lingkungan', 'rt')",3
"('lingkungan', 'permukiman')",3
"('taman', 'bermain')",3
"('tabel', '21')",3
"('namely', 'the')",3
"('maksimal', 'berdasarkan')",3
"('dinamika', 'pembelajaran')",3
"('situasi', 'sosial')",3
"('tugas', 'guru')",3
"('in', 'order')",3
"('order', 'to')",3
"('evaluasi', 'pembelajaran')",3
"('kehidupan', 'jemaat')",3
"('social', 'media')",3
"('media', 'ajar')",3
"('implementasi', 'pembelajaran')",3
"('has', 'a')",3
"('a', 'number')",3
"('literature', 'study')",3
"('to', 'describe')",3
"('jakarta', '13220')",3
"('istilah', 'lingkungan')",3
"('benda', 'kondisi')",3
"('spesifikasi', 'honda')",3
"('metode', 'pendekatan')",3
"('penafsiran', 'kitab')",3
"('school', 'teachers')",3
"('study', 'were')",3
"('berakhlak', 'mulia')",3
"('sistem', 'pendidikan')",3
"('bin', 'bardizbah')",3
"('ahh', 'al')",3
"('al', 'bukhr')",3
"('ab', 'alusayn')",3
"('dinas', 'pertamanan')",3
"('sipil', 'fakultas')",3
"('a', 'review')",3
"('aktif', 'mengembangkan')",3
"('show', 'that')",3
"('in', 'online')",3
"('were', 'the')",3
"('agen', 'perubahan')",3
"('be', 'used')",3
"('r', 'a')",3
"('2020', 'pelaksanaan')",3
"('social', 'sciences')",3
"('importance', 'of')",3
"('the', 'authors')",3
"('penelitian', 'jenis')",3
"('usaha', 'sadar')",3
"('mewujudkan', 'suasana')",3
"('big', 'data')",3
"('ruang', 'wilayah')",3
"('ayat', '1')",3
"('kisikisi', 'instrumen')",3
"('spesifikasi', 'pertalite')",3
"('to', 'tolerate')",3
"('ability', 'to')",3
"('searching', 'engine')",3
"('de', 'ngan')",3
"('dkk', '2010')",3
"('m', 'syuhudi')",3
"('masyarakat', 'kelurahan')",3
"('1', 'taman')",3
"('100', 'm2')",3
"('menteri', 'pekerjaan')",3
"('pemerintah', 'nomor')",3
"('nomor', '26')",3
"('or', 'kesabaran')",3
"('as', 'calmness')",3
"('and', 'willingness')",3
"('willingness', 'or')",3
"('2018', 'pengaruh')",3
"('mengikuti', 'seminar')",3
"('review', 'of')",3
"('desember', '2011')",3
"('online', 'seminars')",3
"('needs', 'to')",3
"('muhammadiyah', 'buton')",3
"('metode', 'survey')",3
"('memiliki', 'kekurangan')",3
"('of', 'data')",3
"('grounded', 'theory')",3
"('at', 'developing')",3
"('and', 'patience')",3
"('patience', 'is')",3
"('defined', 'as')",3
"('pemahaman', 'bahasa')",3
"('memiliki', 'keunggulan')",3
"('rumen', 'sapi')",3
"('isi', 'rumen')",3
"('10', 'hasil')",3
"('fiqih', 'lingkungan')",3
"('a', 'qadir')",3
"('spesifikasi', 'premium')",3
"('pemanfaatan', 'biogas')",3
"('coding', 'dimana')",3
"('lintas', 'agama')",3
"('konsep', 'patience')",3
"('or', 'ability')",3
"('pemanfaatan', 'lingkungan')",3
"('suplai', 'air')",3
"('kerusakan', 'hutan')",3
"('spesifikasi', 'pertamax')",3
"('2', 'd')",3
"('1', '20')",3
"('warga', 'kelurahan')",3
"('pulley', 'secondary')",3
"('meningkatkan', 'kreativitas')",3
"('mengendalikan', 'emosi')",3
"('2020', 'pengembangan')",3
"('pupuk', 'organik')",3
"('simpulan', 'berdasarkan')",3
"('ketujuh', 'jemaat')",3
"('budaya', 'jawa')",3
"('pemahaman', 'hadis')",3
"('pernyataan', 'rt')",3
"('0307', 'persentase')",3
"('persentase', 'pemilih')",3
"('pemilih', '1')",3
"('metode', 'long')",3
"('2021', 'pemanfaatan')",3
"('a', '2017')",3
"('d', '2018')",3
"('pertamanan', 'jakarta')",3
"('1', 'kondisi')",3
"('aktivitas', 'masyarakat')",3
"('transmission', 'cvt')",3
"('memperoleh', 'perbandingan')",3
"('transmision', 'cvt')",3
"('ratarata', 'indikator')",3
"('no', 'pernyataan')",3
"('agama', 'hindu')",3
"('kreativitas', 'manusia')",3
"('asa', 'meraih')",3
"('kon', 'disi')",3
"('2', '28')",3
"('analisis', 'tujuh')",3
"('perilaku', 'masyarakat')",3
"('sudin', 'pertamanan')",3
"('kotoran', 'sapi')",3
"('lingkungan', 'universitas')",3
"('signifikansi', 'studi')",3
"('kehidupan', 'bergereja')",3
"('wahyu', '23')",3
"('merasakan', 'kepahitan')",3
"('diung', 'kapkan')",3
"('menerima', 'takdir')",3
"('data', 'konsumsi')",3
"('125', 'cc')",3
"('potensi', 'pemanfaatan')",3
"('kuntjoro', 'y')",3
"('y', 'd')",3
"('2018', 'panunggul')",3
"('barat', 'indonesia')",3
"('variasi', 'bulanan')",3
"('m', 'f')",3
"('energi', '42')",3
"('subjek', '11')",3
"('berpikir', 'positif')",3
"('anak', 'autis')",3
"('sunan', 'ab')",3
"('merek', 'perusahaan')",3
"('tabel', '34')",3
"('i', 'm')",3
"('d', 'r')",3
"('2017', 'analisis')",3
"('supriyadi', 'i')",3
"('pasokan', 'energi')",3
"('kehidupan', 'umat')",3
"('menulis', 'kitab')",3
"('i', '2017')",3
"('n', 'p')",3
"('makna', 'frasa')",3
"('mengurangi', 'permasalahan')",3
"('nilai', 'kalor')",3
"('kemam', 'puan')",3
"('pn1', 'tema')",3
"('subjek', '7')",3
"('mengidentifikasi', 'pola')",3
"('jenis', 'mesin')",3
"('sampah', 'jogjadaruratsampah')",3
"('aliran', 'sungai')",3
"('dibandingkan', 'media')",3
"('2017', 'gambar')",3
"('2', 'konsep')",3
"('nasional', 'negara')",3
"('pembangunan', 'pltn')",3
"('database', 'helpdesk')",3
"('pengujian', 'didapatkan')",3
"('prima', 'salah')",3
"('staf', 'tik')",3
"('penggunaan', 'chatbot')",3
"('membuang', 'kotoranlimbah')",3
"('larangan', 'membuang')",3
"('minyak', 'premium')",3
"('wahyu', 'yohanes')",3
"('de', 'heer')",3
"('energi', '61')",3
"('1998', 'h')",3
"('berbuat', 'kerusakan')",3
"('jakarta', 'erlangga')",3
"('kesimpulan', '1')",3
"('penelitian', 'diperoleh')",3
"('widodo', 'et')",3
"('rozi', 'et')",3
"('sejarah', 'perjalanan')",3
"('s', '2017')",3
"('of', 'indonesia')",3
"('soekarno', 'h')",3
"('energi', '41')",3
"('alkitab', 'wahyu')",3
"('gennaro', 'et')",3
"('term', 'memory')",3
"('f1', 'score')",3
"('academica', 'ub')",3
"('pengujian', 'hyperparameter')",3
"('1', 'perbedaan')",3
"('memiliki', 'posisi')",3
"('realitas', 'media')",3
"('pegas', 'pengembali')",3
"('menerapkan', 'algoritma')",3
"('farisi', 'dkk')",3
"('dkk', 'klasifikasi')",3
"('language', 'understanding')",3
"('bilah', 'et')",3
"('algoritma', 'lstm')",3
"('denny', 'prabowo')",3
"('tafsiran', 'alkitab')",3
"('tag', 'tpst')",3
"('43', 'berita')",3
"('framing', 'entman')",3
"('intensi', 'pengguna')",3
"('training', 'data')",3
"('the', 'best')",3
"('the', 'problem')",3
"('tenaga', 'arus')",3
"('laut', 'pltal')",3
"('memahami', 'konsep')",3
"('membingkai', 'isu')",3
"('define', 'problems')",3
"('melambangkan', 'kesedihan')",3
"('agenda', 'publik')",3
"('energi', 'laut')",3
"('acc', 'val')",3
"('val', 'loss')",3
"('hyperparameter', 'nilai')",3
"('permintaan', 'warga')",3
"('define', 'problem')",3
"('teknologi', 'komunikasi')",3
"('wo', 'die')",3
"('die', 'marmorbilder')",3
"('tag', 'html')",3
"('2', 'tabel')",3
"('riwayat', 'percakapan')",3
"('20', 'epoch')",3
"('train', 'acc')",3
"('acc', 'train')",3
"('loss', 'val')",3
"('val', 'acc')",3
"('mikro', 'hidro')",3
"('biaya', 'energi')",3
"('sanad', 'hadis')",3
"('pertamax', '3')",3
"('tata', 'kelola')",3
"('metode', 'lstm')",3
"('alir', 'perancangan')",3
"('pembersihan', 'data')",3
"('pengamatan', 'tingkat')",3
"('kepentingan', 'publik')",3
"('mengurangi', 'biaya')",3
"('biaya', 'penggunaan')",3
"('pembangunan', 'pembangkit')",3
"('data', 'total')",3
"('kualitas', 'air')",3
"('2015', 'potensi')",3
"('angkutan', 'sampah')",3
"('teknik', 'pengolahan')",3
"('sektor', 'rumah')",3
"('memiliki', 'kesadaran')",3
"('persia', '2018')",3
"('nomor', '5')",3
"('kebijakan', 'energi')",3
"('silitonga', 'et')",3
"('teknik', 'random')",3
"('email', 'akses')",3
"('embedding', 'bertmultilingualbasecased')",3
"('technology', 'and')",3
"('penyetoran', 'gerakan')",3
"('gerakan', 'tari')",3
"('kreatif', 'siswa')",3
"('kuliah', 'seni')",3
"('pengembangan', 'panas')",3
"('apokalupsis', 'sastra')",3
"('daya', 'maksimum')",3
"('alauddin', 'makassar')",3
"('smpn', '2')",3
"('tahap', 'evaluation')",3
"('lukman', 'hakim')",3
"('memiliki', 'makna')",3
"('marmorbilder', 'stehen')",3
"('in', 'der')",3
"('setiadanu', 'et')",3
"('ton', 'sampah')",3
"('menghasilkan', 'energi')",3
"('sastra', 'apokliptik')",3
"('pola', 'pikir')",3
"('sumatera', 'barat')",3
"('stillen', 'waldesseen')",3
"('penerapan', 'teknologi')",3
"('artikel', 'ulasan')",3
"('lembaga', 'alkitab')",3
"('alkitab', 'indonesia')",3
"('indonesia', '2007')",3
"('minimnya', 'kesadaran')",3
"('unsur', 'kesengajaan')",3
"('penerapan', 'konsep')",3
"('konsep', 'kecerdasan')",3
"('pelaksanaan', 'klasifikasi')",3
"('anfarozi', '2013')",3
"('001', 'bobot')",3
"('retrieved', 'april')",3
"('akademisi', 'pemerintah')",3
"('der', 'schnen')",3
"('27', 'maret')",3
"('bupati', 'bantul')",3
"('tanggal', '27')",3
"('semester', '6')",3
"('berdasarkan', 'kritik')",3
"('didapatkan', 'kombinasi')",3
"('hyperparameter', 'weight')",3
"('metode', 'preprocessing')",3
"('penghematan', 'energi')",3
"('konservasi', 'energi')",3
"('hasannuddin', 'et')",3
"('sistem', 'tenaga')",3
"('penelusuran', 'literatur')",3
"('penerangan', 'jalan')",3
"('proses', 'pencarian')",3
"('pencarian', 'literatur')",3
"('berat', 'roller')",3
"('energi', 'bahan')",3
"('bunga', 'api')",3
"('layanan', 'pelanggan')",3
"('daya', 'tanggap')",3
"('of', 'user')",3
"('anggaran', 'anggaran')",3
"('proses', 'visualisasi')",3
"('blumen', 'weit')",3
"('nach', 'den')",3
"('schnen', 'einsamkeit')",3
"('layanan', 'perpustakaan')",3
"('kegiatan', 'perpustakaan')",3
"('sd', 'pelajar')",3
"('menciptakan', 'kekaryaan')",3
"('volume', 'konstan')",3
"('den', 'stillen')",3
"('hrst', 'du')",3
"('du', 'nicht')",3
"('nicht', 'die')",3
"('die', 'quellen')",3
"('zwischen', 'stein')",3
"('stein', 'und')",3
"('und', 'blumen')",3
"('unsur', 'keadilan')",3
"('pemilahan', 'sampah')",3
"('lingkup', 'terkecil')",3
"('standarisasi', 'angkutan')",3
"('prasetyo', 'et')",3
"('konsumsi', 'energi')",3
"('teknologi', 'infor')",3
"('quellen', 'gehen')",3
"('diet', 'model')",3
"('model', 'the')",3
"('research', 'was')",3
"('api', 'listrik')",3
"('mesin', 'uap')",3
"('2020', 'dampak')",3
"('penelusuran', 'informasi')",3
"('pengadaan', 'pengolahan')",3
"('katup', 'isap')",3
"('mudah', 'terbakar')",3
"('pretrained', 'bert')",3
"('sekumpulan', 'data')",3
"('kualitas', 'pelayanan')",3
"('pengembangan', 'chatbot')",3
"('this', 'problem')",3
"('the', 'form')",3
"('laut', 'energi')",3
"('renewable', 'energy')",3
"('keras', 'hardware')",3
"('pengelolaan', 'perpustakaan')",3
"('roller', 'weight')",3
"('and', 'ner')",3
"('transformer', 'diet')",3
"('piston', 'bergerak')",3
"('kitab', 'nubuat')",3
"('of', 'energy')",3
"('universitas', 'jenderal')",3
"('azirudin', '2019')",3
"('kebutuhan', 'masyarakat')",3
"('green', 'energy')",3
"('potensipotensi', 'energi')",3
"('bioetanol', 'biodiesel')",3
"('30', 'responden')",3
"('kegiatan', 'literasi')",3
"('oktober', '2021')",3
"('mencari', 'informasi')",3
"('mengambil', 'keputusan')",3
"('sumber', 'penelitian')",3
"('sarana', 'prasarana')",3
"('3', 'diagram')",3
"('bunk', 'et')",3
"('penelitian', 'data')",3
"('zahra', 'dkk')",3
"('dkk', 'kombinasi')",3
"('tertinggi', 'dipilih')",3
"('perhitungan', 'diteliti')",3
"('nilai', 'signifikansi')",3
"('2011', 'penelitian')",3
"('ditarik', 'kesimpulan')",3
"('rd', 'bandung')",3
"('bumi', 'aksara')",3
"('jakarta', 'bumi')",3
"('strategi', 'belajar')",3
"('3', 'jenis')",3
"('clik', '2')",3
"('persiapan', 'data')",3
"('pela', 'yanan')",3
"('management', 'system')",3
"('2016', 'analisis')",3
"('analisis', 'pengaruh')",3
"('n', '2020')",3
"('k', 's')",3
"('buku', 'ajar')",3
"('penutup', 'berdasarkan')",3
"('kerja', 'mesin')",3
"('uji', 'validitas')",3
"('teknik', 'sampling')",3
"('metode', 'blackbox')",3
"('belanja', 'pelanggan')",3
"('merasakan', 'emosi')",3
"('sampel', 'penelitian')",3
"('lambat', 'laun')",3
"('kemampuan', 'mesin')",3
"('diet', 'gambar')",3
"('sertifikasi', 'it')",3
"('label', 'intensi')",3
"('2', 'contoh')",3
"('evaluation', 'loss')",3
"('nilai', 'macro')",3
"('kombinasi', 'bobot')",3
"('mental', '100')",3
"('pengaruh', 'media')",3
"('berdasarkan', 'survey')",3
"('survey', 'penelitian')",3
"('teknologi', 'ai')",3
"('tren', 'teknologi')",3
"('berdasarkan', 'aspek')",3
"('jfc', 'filter')",3
"('ayat', '3')",3
"('anak', 'anak')",3
"('da', 'lam')",3
"('k', 'means')",3
"('bervariasi', 'tergantung')",3
"('kegiatan', 'seharihari')",3
"('responden', '100')",3
"('mayoritas', 'responden')",3
"('pretest', 'and')",3
"('posttest', '2')",3
"('outcomes', 'of')",3
"('terkena', 'abu')",3
"('abu', 'vulkanis')",3
"('karakteristik', 'nilai')",3
"('dimensi', 'kreativitas')",3
"('nilai', 'metrik')",3
"('of', 'which')",3
"('which', 'is')",3
"('the', 'influence')",3
"('influence', 'of')",3
"('quasi', 'experimental')",3
"('experimental', 'design')",3
"('uji', 'hipotesis')",3
"('variasi', 'filter')",3
"('chen', 'et')",3
"('halaman', 'dashboard')",3
"('2022', 'penerapan')",3
"('menghitung', 'total')",3
"('karya', 'seni')",3
"('penyesuaian', 'evaluasi')",3
"('bentuk', 'visual')",3
"('usia', '15')",3
"('point', 'x')",3
"('nilai', 'rfm')",3
"('memiliki', 'ratarata')",3
"('10', '1004')",3
"('analisis', 'atribut')",3
"('first', 'timers')",3
"('mengkategorikan', 'pelanggan')",3
"('segmentasi', 'uncertain')",3
"('lokasi', 'penelitian')",3
"('fungsi', 'gelu')",3
"('gelu', 'standar')",3
"('baris', 'data')",3
"('attention', 'mask')",3
"('rizal', 'arsitektur')",3
"('muhammad', 'rizal')",3
"('tugas', 'normalisasi')",3
"('ukuran', 'batch')",3
"('8', '16')",3
"('perubahan', 'validation')",3
"('kelanjutan', 'keluhan')",3
"('emisi', 'co2')",3
"('the', 'association')",3
"('association', 'for')",3
"('the', 'main')",3
"('klien', 'terkait')",3
"('penuh', 'perhatian')",3
"('meningkatkan', 'konsumsi')",3
"('informatika', 'swadharma')",3
"('issn', '2774')",3
"('jurnal', 'elektro')",3
"('elektro', 'informatika')",3
"('kehidupan', 'sosial')",3
"('0', '1')",3
"('lr', 'dr')",3
"('dr', 'bs')",3
"('bs', 'vacc')",3
"('vacc', 'vloss')",3
"('ilmu', 'hukum')",3
"('hukum', 'jakarta')",3
"('klien', 'asing')",3
"('of', 'database')",2
"('gene', 'expression')",2
"('kreativitas', 'ai')",2
"('kesadaran', 'mental')",2
"('hidup', '3')",2
"('the', 'mental')",2
"('study', 'uses')",2
"('the', 'most')",2
"('panel', 'berhasil')",2
"('menampilkan', 'hasil')",2
"('masingmasing', 'atribut')",2
"('menggambarkan', 'dunia')",2
"('clustering', 'method')",2
"('rfm', 'model')",2
"('for', 'customer')",2
"('2022', 'rfm')",2
"('negara', 'segmentasi')",2
