document_name,sentence_number,preprocessed_tokens
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,12,untuk membuktikan apakah aplikasi siap digunakan dan sesuai dengan kebutuhan pengguna yang didapatkan dari proses analisis kebutuhan maka dilakukan empat jenis pengujian yaitu pengujian unit pengujian validasi pengujian kompatibilitas dan pengujian performa
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,13,dari keempat pengujian tersebut didapatkan hasil bahwa aplikasi siap digunakan dengan hasil valid pada pengujian fungsional dan hasil cukup baik pada pengujian non fungsional
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,14,sehingga sistem yang dibuat diharapkan dapat dikembangkan lebih baik di kemudian hari
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,15,kata kunci mendikbud ristek teknologi informasi pemrograman universitas brawijaya progressive web app
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,16,progressive web appbased application mentoree as programming learning mentoring service at brawijaya university
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,17,abstract along with modernization technology has become a crucial field of study
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,18,nadiem makarim the minister of education culture research and technology responded by integrating technology into the national education curriculum
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,19,most university departments in indonesia now offer courses that incorporate information technology
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,20,for instance brawijaya university includes programming in its curriculum
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,21,however this poses challenges for students who struggle with programmingrelated subjects
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,22,interviews with 10 students from 5 different study programs revealed that many need tutors to help them succeed in these courses
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,23,to address this issue researchers proposed a progressive web app pwa system that helps students find online mentors emphasizing its technical feasibility for effective and efficient implementation
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,24,pwa technology offers flexibility allowing users to access the system through both websites and mobile devices
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,25,to ensure the application meets user needs as identified in the needs analysis four types of testing were conducted unit testing validation testing compatibility testing and performance testing
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,26,these tests showed that the application is ready for use with valid results in functional testing and positive outcomes in nonfunctional testing
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,27,the system is expected to be further developed in the future for even better performance
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,28,keywords mendikbud ristek information technology programming universitas brawijaya progressive webapp
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,29,482 jurnal teknologi informasi dan ilmu komputer jtiik vol
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,30,12 no
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,31,2 april 2025 hlm
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,32,481490 1
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,33,pendahuluan seiring dengan proses modernisasi teknologi menjadi salah satu bidang ilmu yang penting untuk dipelajari dimana hal tersebut menjadi salah satu landasan peradaban manusia pada bidang kesehatan pangan otomotif pemerintahan hingga pendidikan
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,34,dalam bidang pendidikan nadiem makarim selaku menteri pendidikan kebudayaan riset dan teknologi mendikbud ristek menanggapi modernisasi menjadi sebuah tantangan dengan menyusun kurikulum pendidikan yang terintegrasi teknologi kemendikbudristek 2023
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,35,kurikulum berbasis teknologi ialah integrasi fitur atau produk yang berasari dari teknolohi pada kurikulum dapat bebentuk fitur perangkat keras ataupun perangkat lunak dengan tujuan untuk menyampaikan data kepada partisipan didik sehingga pendidikan menjadi lebih efisien dan efektif nurariyani et al 2022 hal tersebut dibuktikan dengan adanya mata kuliah yang mempelajari penggunaan maupun pengembangan teknologi informasi hampir pada setiap jurusan di universitas di indonesia
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,36,universitas di indonesia mulai memasukkan materi teknologi informasi pada kurikulum pembelajaran mereka
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,37,namun hal ini memunculkan masalah baru bagi mahasiswa yang memiliki keterbatasan pengetahuan dan keterampilan dalam penggunaan teknologi informasi
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,38,di universitas brawijaya permasalahan yang sering dialami oleh mahasiswa adalah kesulitan dalam memahami mata kuliah khususnya yang berkaitan dengan pemrograman
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,39,faktor ini bukanlah sesuatu yang dapat diabaikan mengingat pentingnya penguasaan teknologi informasi di era digital saat ini
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,40,melalui hasil wawancara pengguna terhadap 10 mahasiswa dari 5 program studi pilihan yang terdiri dari program studi teknik informatika fakultas ilmu komputer program studi teknik elektro fakultas teknik program studi statistika fakultas matematika dan ilmu pengetahuan program studi teknologi informasi fakultas vokasi dan program studi teknik industri pertanian fakultas teknologi pertanian semua responden mengaku bahwa mereka pernah kesulitan pada kelas mata kuliah yang berkaitan dengan pemrograman
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,41,hasil wawancara juga menyebutkan bahwa mereka membutuhkan pendamping atau mentor yang mampu mendampingi mereka untuk lebih memahami matakuliah pemrograman
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,42,dari 10 mahasiswa tersebut 80 mahasiswa merasa adanya sistem pemesanan layanan bimbingan belajar akan membantu mereka untuk menemukan pendamping atau mentor
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,43,sistem ini diharapkan mampu membantu mereka untuk lebih memahami matakuliah yang berkaitan dengan pemrograman terlebih lagi pada mata kuliah yang tidak terdapat asisten praktikumnya
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,44,karena permasalahan tersebut maka peneliti merasa perlu adanya teknologi yang mampu membantu menyelesaikan permasalahan mahasiswa dalam mencari pendampingan pembelajaran yang sesuai dengan kebutuhan mahasiswa selaku pengguna
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,45,dengan adanya sistem pemesanan mentor aplikasi ini diharapkan dapat membantu melakukan pencarian dan penyaringan mentor sesuai dengan minat dan kebutuhan mahasiswa
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,46,berdasarkan hasil wawancara pengguna dengan 10 mahasiswa didapatkan sebanyak 70 memilih menggunakan aplikasi dalam bentuk website dan 30 sisanya memilih menggunakan dalam bentuk aplikasi mobile
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,47,selain itu berdasarkan penelitian yang dilakukan oleh gusti yarmi menunjukan lamanya waktu yang dihabiskan seseorang untuk menggunakan internet dengan smartphone sebanyak 3 jam 10 menit penelitian membuktikan bahwa smartphone merupakan perangkat yang sering digunakan dibandingkan perangkat jenis lain gusti yarmi i l 2017
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,48,oleh karena itu diperlukan aplikasi yang mengimplementasikan teknologi progressive web app sehingga memberikan keleluasaan bagi mahasiswa untuk mengakses aplikasi baik melalui website maupun aplikasi mobile
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,49,progressive web app merupakan teknologi pengembangan perangkat lunak yang memungkinkan pengguna merasakan pengalaman menggunakan aplikasi mobile melalui browser prayitno a 2023
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,50,progressive web app memungkinkan efisiensi penyimpanan dengan tidak diperlukannya instalasi aplikasi tertentu pada smartphone olowoniyi f 2023
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,51,berdasarkan permasalahan yang telah dipaparkan maka peneliti membuat gagasan mengenai sebuah sistem berbasis progressive web app yang dirancang untuk memfasilitasi pencarian mentor secara online dengan memiliki kelayakan teknis yang baik sehingga dapat diimplementasikan secara efektif dan efisien
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,52,2
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,53,metode penelitian penelitian ini berjenis implementatif dengan pendekatan pengembangan
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,54,pengembangan aplikasi akan dilakukan dengan menggunakan software development lifecycle sdlc waterfall
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,55,metode yang digunakan pada penelitian ini digambarkan pada gambar 1
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,56,model waterfall menggunakan pendekatan sistematis dna berurutan dimulai dengan tahp perencanaan hingga tahap pengelolaan maintenance yang dilakukan secara bertahap wahid a 2020
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,57,tahapan pertama yang dilakukan yaitu studi literatur dilakukan dengan mempelajari penelitianpenelitian yang relevan dengan masalah yang akan diselesaikan sehingga peneliti memahami inti permasalahan dan solusi yang akan dikerjakan
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,58,tahapan ini bertujuan untuk memperdalam pemahaman mengenai penelitian yang akan dilakukan
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,59,hasilnya akan digunakan sebagai acuan pembuatan solusi dari permasalahan yang diambil
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,60,referensi penelitian yang digunakan dalam hal ini fauzan dkk aplikasi berbasis progressive 483 dapat berupa buku jurnal serta dokumentasi di internet
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,61,gambar 1
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,62,metode penelitian selanjutnya dilakukan proses analisis kebutuhan yang merupakan tahap awal pengembangan tahapan ini dilakukan untuk menemukan serta memvalidasi masalah sehingga nantinya akan digunakan untuk tahapan perancangan sistem
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,63,tahapannya dimulai dengan elisitasi kebutuhan yaitu dengan menggali permasalahan yang dihadapi oleh target pengguna aplikasi
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,64,dalam penelitian ini elisitasi kebutuhan dilakukan melalui proses wawancara dimana wawancara dilakukan dengan 10 mahasiswa dari 5 program studi di universitas brawijaya yaitu program studi statistika fakultas matematika dan ilmu pengetahuan program studi teknik informatika fakultas ilmu komputer program studi teknologi informasi fakultas vokasi program studi teknik elektro fakultas teknik dan program studi teknik industri pertanian fakultas teknologi pertanian
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,65,selanjutnya juga dilakukan proses studi bisnis yang bertujuan untuk mempelajari proses bisnis dari sebuah sistem layanan pendampingan pembelajaran
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,66,setelah melakukan proses analisis kebutuhan dilakukan pembuatan dokumen perancangan sistem
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,67,tahapan perancangan sistem ini akan menghasilkan rekayasa kebutuhan yang akan digunakan sebagai landasan implementasi sistem berupa sequence diagram yang menggambarkan interaksi antar objek dari sistem yang akan diimplementasikan class diagram sebagai gambaran hubungan antar kelas serta perancangan antarmuka berupa low fidelity design
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,68,sehingga dapat dikatakan bahwa dokumen perancangan ini akan dijadikan panduan dasar seluruh aktifitas rekayasa perangkat lunak yang mengikutinya seperti implementasi pengujian unit dan pengujian validasi
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,69,dokumen perancangan sistem yang telah dibuat hasilnya dijadikan landasan pada tahapan implementasi
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,70,tahapan ini mentransformasikan solusi perancangan ke dalam bentuk kode yang hasilnya dapat digunakan langsung oleh pengguna
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,71,sistem diimplementasikan dalam bentuk progressive web app menggunakan arsitektur monolith dimana implementasi antarmuka akan menggunakan framework nextjs dengan bahasa pemrograman typescript serta dihubungkan dengan sisi peladen yaitu orm prisma yang dijalankan pada server actions dan menggunakan database mysql
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,72,typescript memungkinkan penulisan kode yang lebih aman dengan meniadakan kesalahan pada runtime
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,73,setelah melakukan pengimplementasian dilakukan pengujian sistem untuk memastikan setiap fungsionalitas pada aplikasi berjalan sesuai dengan apa yang telah didefinisikan implementasi antarmuka aplikasi telah sesuai dengan rancangan serta aplikasi telah memenuhi semua kebutuhan yang ada
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,74,beberapa pengujian yang dilakukan yaitu pengujian unit untuk mengukur kompleksitas dari kode yang berjalan dan menemukan seluruh kemungkinan alur dari program yang dijalankan
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,75,pengujian validasi yang dilakukan untuk memvalidasi apakah keluaran yang diberikan oleh program sudah sesuai dengan rancangan yang dibuat
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,76,serta pengujian kompatibilitas dan pengujian performa yang akan mempengaruhi kenyamanan penggunaan aplikasi
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,77,pada akhir penelitian dilakukan pengambilan kesimpulan berdasarkan hasil pengujian perangkat lunak
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,78,kesimpulan menjawab rumusan masalah dan tujuan penelitian yang sudah didefinisikan sebelumnya
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,79,3
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,80,hasil dan pembahasan 31
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,81,gambaran umum sistem mentoree adalah aplikasi pencari mentee dan mentor pembelajaran bahasa pemrograman yang berjalan pada platform website
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,82,aplikasi ini dirancang untuk memfasilitasi pencarian mentor mahasiswa universitas brawijaya khususnya 5 program studi yaitu teknik informatika fakultas ilmu komputer teknik elektro fakultas teknik teknik industri pertanian fakultas teknologi pertanian statistika fakultas matematika dan ilmu pengetahuan alam dan teknologi informasi fakultas vokasi dengan memberikan kesempatan kepada mereka untuk mendaftarkan diri menjadi mentor bahasa pemrograman ataupun mentee yang memerlukan bimbingan belajar bahasa 484 jurnal teknologi informasi dan ilmu komputer jtiik vol
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,83,12 no
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,84,2 april 2025 hlm
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,85,481490 pemrograman
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,86,tujuan utama dari adanya sistem ini adalah menyediakan platform yang andal dan efektif yang mampu menghubungkan pengguna mentee dengan mentor
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,87,pada aplikasi ini mentee dapat menemukan mentor bahasa pemrograman sesuai dengan kebutuhannya dalam hal ini aplikasi menyediakan opsi filter mentor berdasarkan keahlian bahasa pemrograman hari mengajar serta jenis kelamin
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,88,seluruh alur pemesanan kegiatan mentoring serta pemberian ulasan juga disediakan oleh aplikasi
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,89,sedangkan untuk mentor mereka dapat mendaftarkan diri ke dalam sistem untuk nantinya dapat dijangkau dengan mudah oleh mentee pada halaman explore aplikasi
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,90,sebelum dapat diverifikasi menjadi mentor pemilik sistem akan melakukan uji kemampuan terlebih dahulu untuk memastikan apakah mentor siap untuk mengajar bahasa pemrograman tersebut
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,91,untuk menjaga alur transaksi keuangan dalam sistem agar lebih terkontrol maka sistem menyediakan mata uang sendiri bernama mentoree coin yang mana 1 mentoree coin bernilai 60 menit bimbingan belajar bahasa pemrograman yang dapat dilakukan secara luring dengan pilihan lokasi yang diajukan mentee ataupun daring melalui platform online meeting google meet yang akan disediakan oleh admin sistem
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,92,untuk menunjang fleksibilitas penggunaan aplikasi maka aplikasi mentoree dibuat diatas teknologi progressive web app yang memungkinkan pengguna dapat memilih untuk mengakses website melalui browser mereka ataupun menginstall aplikasi ke dalam device yang mereka miliki
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,93,32
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,94,identifikasi aktor identifikasi aktor dilakukan untuk menjelaskan aktor aktor yang berperan pada sistem ini
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,95,aktor yang terkait akan dijelaskan pada tabel berikut
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,96,tabel 1
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,97,identifikasi aktor aktor deskripsi pengguna aktor yang belum login ke dalam aplikasi dan akan diautentikasi sebagai mentee mentor maupun admin
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,98,mentee mentee merupakan aktor yang sudah login ke dalam sistem dan memiliki hak akses untuk melakukan pemesanan mentor serta mengikuti alur pemesanan selanjutnya
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,99,mentor mentor merupakan aktor yang sudah login ke dalam sistem dan memiliki hak akses untuk menerima atau menolak permintaan mentoring dari mentor memberikan layanan mentoring serta menerima mentoree coin sebagai suatu pembayaranlayanan mentoring
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,100,admin mentor merupakan aktor yang sudah login ke dalam sistem serta diberikan hak akses spesial dan dapat menjadi pusat kontrol penyelesaian transaksi antara mentee dengan mentor
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,101,33
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,102,fitur aplikasi mentoree 1
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,103,tampilan halaman awal aplikasi gambar 2
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,104,halaman utama untuk mentee pada aplikasi mentoree pada halaman awal aplikasi mentoree yang ditunjukkan pada gambar 2 dari sisi mentee terdapat tombol call to action cta yang akan membawa mentee ke halaman explore list mentor serta tombol apabila mentee tertarik untuk melakukan pendaftaran menjadi mentor
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,105,gambar 3
APLIKASI BERBASIS PROGRESSIVE WEB APP (MENTOREE).pdf,106,halaman utama untuk mentor pada aplikasi mentoree sedangkan pada halaman awal pada sisi mentor hanya terdapat satu tombol yang difungsikan untuk menampilkan halaman mentoring aktif ditunjukkan pada gambar 3
